Name,Breed,Color,Size,Energy Level,Gender,Weight (kg),Age (years)
Chloe,French Bulldog,White,Large,Low,Male,38,10
Milo,Yorkshire Terrier,White,Medium,Low,Male,41,14
Chloe,Poodle,Black,Small,High,Female,37,3
Rocky,Great Dane,Cream,Medium,High,Female,21,1
Maggie,Yorkshire Terrier,Black,Medium,Medium,Male,20,8
Toby,French Bulldog,White,Medium,Low,Female,42,15
Maggie,Beagle,Brindle,Medium,Low,Female,48,12
Buddy,Dachshund,Cream,Medium,Low,Female,50,3
Toby,Yorkshire Terrier,Golden,Small,Low,Female,28,7
Sophie,French Bulldog,Golden,Small,Low,Female,27,9
Rocky,Rottweiler,Black,Large,Low,Female,40,10
Maggie,French Bulldog,Cream,Medium,High,Male,46,12
Bailey,Australian Shepherd,Brown,Small,Low,Female,34,1
Milo,Australian Shepherd,Spotted,Small,Medium,Female,43,12
Charlie,Rottweiler,Brown,Large,Low,Female,28,1
Sophie,Chihuahua,Spotted,Large,Medium,Female,6,9
Charlie,Poodle,Black,Small,Medium,Female,47,15
Bailey,Rottweiler,Golden,Small,High,Female,39,3
Luna,Great Dane,Gray,Medium,Medium,Male,21,2
Toby,Pug,Brown,Large,Low,Female,42,1
Leo,Great Dane,Golden,Small,Low,Female,46,8
Oliver,German Shepherd,Spotted,Small,Low,Female,30,4
Sadie,Border Collie,Golden,Large,Low,Female,42,1
Max,Yorkshire Terrier,Brindle,Large,High,Male,26,4
Bailey,Great Dane,Gray,Medium,High,Female,7,11
Bailey,Poodle,Brown,Small,High,Male,35,12
Charlie,Poodle,Spotted,Large,Medium,Male,37,8
Buddy,Australian Shepherd,Spotted,Small,Medium,Female,35,6
Chloe,Border Collie,Brown,Medium,High,Male,25,14
Bailey,Shih Tzu,White,Medium,Low,Female,21,14
Lucy,Chihuahua,Cream,Large,Medium,Male,35,13
Rocky,German Shepherd,Golden,Small,Medium,Male,50,4
Charlie,Australian Shepherd,Brindle,Small,Low,Female,6,12
Bailey,Border Collie,Brown,Large,Low,Male,21,10
Lucy,Corgi,Golden,Medium,Low,Male,29,13
Sophie,Border Collie,Golden,Large,Medium,Male,31,3
Cooper,Pug,Spotted,Small,Medium,Male,46,5
Charlie,Border Collie,Brindle,Small,High,Male,9,15
Oliver,Doberman,White,Medium,Low,Female,44,13
Stella,Dachshund,Golden,Small,High,Female,22,5
Bailey,Siberian Husky,Gray,Small,High,Male,33,11
Daisy,Chihuahua,Cream,Large,High,Female,23,9
Bailey,Doberman,Golden,Medium,High,Female,28,2
Bailey,Golden Retriever,Black,Large,High,Male,6,1
Daisy,French Bulldog,Black,Large,High,Male,27,3
Rocky,Doberman,Cream,Small,High,Male,40,3
Bailey,Yorkshire Terrier,White,Large,Low,Female,7,9
Lucy,Poodle,Gray,Large,Low,Female,45,12
Oliver,Yorkshire Terrier,Brown,Large,Low,Female,42,3
Bailey,Golden Retriever,Gray,Large,High,Female,18,7
Maggie,Doberman,Cream,Medium,Medium,Male,44,2
Sadie,Siberian Husky,Black,Small,High,Male,32,8
Buddy,Golden Retriever,Brindle,Small,Low,Male,34,7
Toby,French Bulldog,Brindle,Large,Medium,Male,42,3
Cooper,Siberian Husky,White,Small,Low,Male,7,13
Max,Boxer,Brown,Small,High,Female,49,1
Daisy,Shih Tzu,Brown,Large,Low,Female,45,2
Bella,Shih Tzu,Black,Medium,High,Male,45,7
Bella,Australian Shepherd,Spotted,Large,Low,Female,44,3
Sophie,Doberman,Spotted,Medium,High,Male,10,13
Cooper,Chihuahua,White,Large,High,Female,28,1
Rocky,Bulldog,Golden,Small,High,Female,16,10
Rocky,Doberman,Gray,Medium,Medium,Male,14,8
Leo,Golden Retriever,Black,Medium,Medium,Male,48,5
Maggie,Dachshund,White,Medium,High,Female,40,10
Cooper,Border Collie,Black,Medium,High,Female,47,14
Lucy,Australian Shepherd,Gray,Small,High,Male,27,12
Stella,Siberian Husky,Brown,Small,Medium,Male,21,7
Buddy,French Bulldog,Brindle,Medium,High,Female,32,5
Jack,Australian Shepherd,White,Small,Medium,Female,32,15
Milo,Australian Shepherd,Spotted,Large,Medium,Male,48,7
Cooper,Yorkshire Terrier,Golden,Large,Medium,Female,36,12
Stella,Poodle,Spotted,Large,Low,Female,35,3
Leo,Dachshund,Cream,Small,Low,Male,9,8
Cooper,Rottweiler,Brindle,Medium,Medium,Female,9,5
Buddy,Pug,Cream,Medium,Medium,Female,50,15
Bailey,Beagle,Brindle,Large,Low,Male,32,10
Bella,Great Dane,Cream,Large,Low,Female,20,4
Luna,Siberian Husky,Brindle,Large,High,Male,45,13
Chloe,Siberian Husky,Brown,Medium,Medium,Male,35,14
Max,Great Dane,Brown,Small,Medium,Male,17,11
Sadie,Chihuahua,Black,Large,Low,Male,37,13
Buddy,Boxer,Cream,Large,Low,Male,39,12
Luna,Chihuahua,Spotted,Large,Medium,Male,13,11
Sadie,Australian Shepherd,Brindle,Medium,Low,Male,41,11
Toby,Doberman,White,Small,Medium,Male,17,7
Leo,Australian Shepherd,White,Small,Medium,Male,11,1
Daisy,Great Dane,Gray,Medium,High,Female,17,4
Max,Dachshund,Black,Large,Medium,Male,25,7
Daisy,Poodle,Gray,Medium,Medium,Male,32,9
Milo,Labrador Retriever,Black,Small,High,Female,18,6
Rocky,Doberman,Gray,Large,High,Female,27,2
Bella,Siberian Husky,Brindle,Medium,Low,Female,41,4
Milo,Bulldog,Golden,Large,High,Male,9,6
Luna,Rottweiler,Black,Medium,Low,Male,9,14
Chloe,Pug,Black,Small,Low,Female,35,8
Maggie,Yorkshire Terrier,Cream,Small,Medium,Female,18,6
Buddy,Chihuahua,Gray,Medium,High,Female,40,2
Leo,Border Collie,Brindle,Small,Medium,Female,50,9
Max,Border Collie,Golden,Small,Low,Male,35,11
Luna,German Shepherd,Cream,Large,High,Male,6,1
Jack,Labrador Retriever,White,Medium,Medium,Female,43,12
Daisy,Bulldog,Spotted,Large,Low,Male,37,12
Jack,Great Dane,Brown,Large,Low,Female,37,4
Jack,Labrador Retriever,Cream,Medium,Low,Female,32,11
Bella,Border Collie,Golden,Large,Low,Male,45,3
Buddy,Boxer,Golden,Small,Medium,Female,31,14
Sadie,Labrador Retriever,White,Medium,High,Female,26,7
Toby,Border Collie,Cream,Medium,High,Male,40,3
Maggie,Boxer,Spotted,Large,High,Male,9,14
Lucy,Siberian Husky,Golden,Small,Medium,Male,42,6
Cooper,Siberian Husky,Brindle,Small,Medium,Female,18,8
Buddy,Great Dane,Spotted,Small,Low,Male,48,10
Max,Bulldog,Brown,Large,High,Male,27,6
Leo,Great Dane,Brindle,Medium,Medium,Female,8,11
Toby,Golden Retriever,Cream,Small,Medium,Female,24,5
Leo,Corgi,Cream,Small,Low,Male,8,8
Daisy,Doberman,Brindle,Medium,Medium,Male,36,10
Chloe,Chihuahua,Gray,Large,High,Female,38,14
Cooper,Great Dane,Spotted,Medium,Medium,Male,33,6
Sadie,Boxer,Black,Small,High,Male,11,5
Sadie,German Shepherd,White,Small,High,Female,46,1
Rocky,Dachshund,Brown,Medium,High,Male,10,12
Leo,Bulldog,Brindle,Medium,High,Male,33,7
Luna,Doberman,Golden,Medium,High,Male,41,9
Toby,Great Dane,Spotted,Medium,High,Female,10,10
Max,Corgi,Brindle,Medium,Medium,Male,44,9
Sophie,Labrador Retriever,Brown,Small,Low,Male,50,3
Bella,Shih Tzu,Black,Large,Low,Male,23,4
Chloe,Labrador Retriever,Gray,Small,High,Male,14,5
Chloe,Poodle,Brindle,Small,High,Female,41,1
Toby,Poodle,Cream,Small,Low,Male,26,7
Jack,Great Dane,White,Medium,High,Female,35,5
Leo,Bulldog,Cream,Medium,Low,Male,16,2
Sadie,Siberian Husky,Brindle,Medium,High,Male,6,9
Daisy,Golden Retriever,Gray,Small,High,Male,41,3
Maggie,Siberian Husky,White,Large,High,Female,33,15
Sophie,Golden Retriever,White,Medium,Medium,Male,45,5
Lucy,Australian Shepherd,Brown,Medium,Medium,Female,20,15
Lucy,Shih Tzu,Gray,Small,Low,Male,50,10
Bailey,Bulldog,White,Small,Medium,Female,11,4
Daisy,French Bulldog,Black,Large,High,Female,14,3
Charlie,Yorkshire Terrier,Black,Medium,High,Male,28,12
Cooper,Rottweiler,Gray,Medium,Low,Male,12,14
Bailey,Chihuahua,White,Large,Low,Male,33,5
Bailey,Yorkshire Terrier,Cream,Large,High,Male,18,2
Maggie,Golden Retriever,Brown,Medium,Medium,Female,25,5
Milo,German Shepherd,Spotted,Small,Medium,Female,21,13
Cooper,Corgi,Gray,Small,High,Male,27,14
Milo,Rottweiler,Brown,Large,Low,Male,15,1
Stella,Rottweiler,Black,Medium,High,Female,5,2
Daisy,Boxer,Golden,Large,Medium,Female,5,10
Maggie,Doberman,Brown,Large,Medium,Female,31,9
Stella,German Shepherd,Black,Large,Low,Male,37,11
Toby,Labrador Retriever,White,Large,Low,Male,40,11
Stella,Poodle,Black,Medium,Low,Female,34,13
Maggie,Corgi,Gray,Small,High,Male,8,2
Sophie,Labrador Retriever,Brown,Medium,High,Female,8,13
Buddy,German Shepherd,Brindle,Small,High,Male,12,3
Daisy,Beagle,Gray,Medium,High,Female,5,3
Lucy,Shih Tzu,Brown,Medium,Low,Female,24,2
Lucy,Australian Shepherd,Brown,Medium,Medium,Female,36,3
Chloe,Poodle,Cream,Small,High,Female,26,12
Stella,German Shepherd,Brown,Medium,Low,Female,27,1
Sophie,Dachshund,Brindle,Small,Medium,Female,28,10
Buddy,Yorkshire Terrier,Golden,Medium,Medium,Male,9,3
Luna,Rottweiler,Black,Large,Low,Female,45,14
Bailey,Boxer,Spotted,Medium,Low,Female,15,7
Maggie,Dachshund,Gray,Medium,Medium,Female,34,13
Bailey,Bulldog,Brown,Small,Low,Male,8,4
Cooper,Chihuahua,Brindle,Medium,High,Female,28,11
Max,Beagle,Golden,Small,Low,Male,43,5
Charlie,Siberian Husky,Black,Medium,Medium,Female,21,13
Sophie,Shih Tzu,White,Medium,Medium,Male,5,1
Bella,Dachshund,Spotted,Small,Medium,Male,11,1
Leo,Rottweiler,Brindle,Small,Low,Male,7,7
Daisy,Border Collie,Brown,Medium,High,Female,24,8
Daisy,Boxer,White,Medium,Low,Male,41,4
Maggie,Pug,Cream,Medium,Medium,Female,6,2
Chloe,Labrador Retriever,Brown,Medium,High,Female,39,9
Jack,Yorkshire Terrier,Cream,Large,Low,Male,41,1
Daisy,Great Dane,Gray,Small,Medium,Male,9,13
Maggie,Siberian Husky,Brindle,Medium,Medium,Female,42,4
Toby,Shih Tzu,Black,Large,Medium,Female,32,14
Jack,Golden Retriever,Spotted,Large,High,Female,35,13
Sophie,Bulldog,Golden,Large,High,Female,34,2
Chloe,Australian Shepherd,Brindle,Medium,Low,Female,5,5
Oliver,Rottweiler,White,Medium,High,Male,38,6
Max,French Bulldog,Golden,Large,High,Female,48,7
Jack,Boxer,White,Small,High,Female,49,14
Jack,Border Collie,Gray,Medium,Low,Male,16,10
Charlie,Shih Tzu,Brindle,Large,Low,Male,20,13
Leo,Yorkshire Terrier,Brindle,Large,High,Male,29,1
Rocky,Doberman,Cream,Large,High,Female,28,1
Rocky,Pug,Brown,Small,Low,Male,42,14
Sophie,Poodle,Brown,Small,Medium,Female,19,10
Cooper,Great Dane,Golden,Small,Medium,Male,50,1
Stella,French Bulldog,Brindle,Medium,Medium,Female,38,6
Bailey,Bulldog,Golden,Large,High,Female,38,1
Daisy,Siberian Husky,White,Medium,Medium,Female,26,15
Milo,French Bulldog,Black,Medium,Medium,Female,9,9
Rocky,French Bulldog,White,Large,High,Female,29,14
Max,Siberian Husky,Black,Large,Medium,Male,42,7
Rocky,Beagle,Golden,Large,Medium,Male,37,3
Bailey,Boxer,Brindle,Small,Low,Female,47,1
Bella,Great Dane,Brown,Medium,High,Male,13,8
Maggie,Doberman,White,Large,Low,Female,28,11
Toby,Great Dane,Brindle,Small,High,Female,36,2
Charlie,Pug,Black,Large,Medium,Male,28,13
Maggie,German Shepherd,Brown,Small,Low,Male,11,10
Chloe,Great Dane,Gray,Small,Low,Male,5,14
Toby,Australian Shepherd,Brindle,Large,High,Male,20,2
Sophie,French Bulldog,White,Large,High,Male,30,6
Chloe,Great Dane,Brown,Large,Low,Female,28,6
Chloe,Great Dane,Spotted,Small,Low,Female,17,7
Bella,Golden Retriever,Brindle,Large,Low,Female,23,9
Leo,Doberman,Spotted,Small,Low,Female,8,10
Chloe,Yorkshire Terrier,Black,Medium,Medium,Female,38,9
Max,Shih Tzu,Spotted,Medium,High,Female,19,8
Jack,Bulldog,Golden,Medium,Medium,Female,23,13
Luna,Rottweiler,Cream,Small,Medium,Male,30,9
Daisy,Rottweiler,Black,Large,Medium,Male,41,11
Sadie,Doberman,Brindle,Medium,High,Male,41,15
Stella,Boxer,Brown,Large,Low,Female,30,15
Bella,Doberman,Gray,Medium,Low,Male,18,12
Chloe,Pug,Gray,Small,Low,Male,29,3
Maggie,Poodle,Golden,Large,Medium,Male,7,10
Buddy,Shih Tzu,Black,Large,Medium,Male,38,11
Cooper,Border Collie,Brown,Large,Low,Male,32,11
Milo,Beagle,Black,Small,Low,Male,24,5
Bailey,Siberian Husky,Brown,Small,Medium,Male,21,5
Rocky,Pug,Spotted,Large,Low,Male,6,9
Sophie,Boxer,Gray,Small,Low,Male,49,6
Sophie,Rottweiler,Brindle,Medium,High,Female,38,3
Rocky,Corgi,Gray,Medium,Low,Female,44,5
Buddy,Bulldog,Spotted,Large,Medium,Female,17,12
Oliver,Doberman,Brindle,Large,High,Female,16,11
Rocky,Beagle,Golden,Medium,Medium,Female,12,9
Bella,Shih Tzu,Golden,Large,Medium,Female,15,7
Bella,Boxer,Spotted,Large,Medium,Female,50,14
Buddy,German Shepherd,Spotted,Small,Low,Male,37,15
Lucy,French Bulldog,Black,Large,High,Female,41,4
Oliver,Shih Tzu,Golden,Large,High,Male,32,10
Luna,Border Collie,Golden,Large,High,Female,36,2
Charlie,French Bulldog,Golden,Large,Medium,Male,11,6
Toby,Doberman,Golden,Medium,Low,Female,45,12
Toby,Shih Tzu,Cream,Small,High,Male,29,9
Cooper,Corgi,Brindle,Medium,High,Male,45,8
Bailey,Border Collie,Cream,Medium,Medium,Male,23,11
Sadie,French Bulldog,White,Small,Low,Female,43,4
Stella,Beagle,Golden,Medium,High,Male,14,2
Sadie,Yorkshire Terrier,Golden,Large,Low,Female,6,11
Chloe,Siberian Husky,Golden,Medium,Low,Female,18,3
Rocky,French Bulldog,Golden,Large,Low,Male,49,4
Sadie,Bulldog,Black,Small,Medium,Female,10,7
Buddy,Boxer,Cream,Small,High,Female,10,7
Sophie,German Shepherd,Cream,Large,High,Male,28,11
Cooper,Yorkshire Terrier,Brindle,Small,Low,Female,5,6
Luna,Chihuahua,Golden,Medium,High,Male,8,10
Leo,French Bulldog,Brown,Small,Low,Female,13,10
Milo,Australian Shepherd,Brindle,Small,Low,Female,15,9
Chloe,Border Collie,Spotted,Small,Low,Male,19,4
Stella,French Bulldog,Brindle,Small,High,Male,31,7
Max,Corgi,Brown,Large,Medium,Male,50,3
Buddy,Siberian Husky,Golden,Large,Low,Male,8,11
Chloe,Chihuahua,Spotted,Large,High,Male,27,10
Oliver,Siberian Husky,Brown,Medium,Medium,Male,9,9
Leo,Australian Shepherd,Black,Large,Low,Female,27,8
Max,Chihuahua,Brown,Large,Low,Male,9,13
Toby,Great Dane,Black,Large,High,Male,29,4
Milo,Siberian Husky,Brindle,Small,High,Male,17,15
Stella,Dachshund,Golden,Medium,Medium,Female,40,10
Sadie,French Bulldog,Cream,Large,Medium,Female,30,1
Milo,Golden Retriever,Spotted,Small,Low,Female,29,13
Oliver,Border Collie,Golden,Medium,High,Male,40,1
Luna,Border Collie,Golden,Medium,High,Female,29,13
Sophie,Bulldog,Golden,Large,Low,Male,36,2
Maggie,Labrador Retriever,Golden,Medium,High,Female,9,8
Max,Great Dane,Spotted,Large,Low,Male,9,5
Lucy,Boxer,Brindle,Medium,Low,Female,16,9
Stella,Poodle,Golden,Medium,Medium,Male,19,6
Rocky,Poodle,Gray,Large,Medium,Female,47,13
Charlie,Labrador Retriever,Cream,Small,Low,Female,46,15
Luna,Corgi,Gray,Small,Low,Female,43,12
Buddy,Australian Shepherd,White,Medium,High,Male,46,6
Daisy,Yorkshire Terrier,Cream,Large,Medium,Female,6,14
Maggie,Pug,White,Small,High,Male,7,4
Stella,Doberman,Gray,Medium,Low,Male,12,3
Leo,German Shepherd,Brindle,Large,High,Male,9,2
Daisy,Beagle,Black,Medium,High,Male,50,2
Max,Chihuahua,Black,Medium,Medium,Male,42,3
Charlie,Rottweiler,Black,Small,Low,Female,32,8
Lucy,Chihuahua,Brindle,Large,High,Male,8,12
Chloe,Great Dane,Spotted,Large,High,Female,40,13
Rocky,Corgi,Gray,Small,Medium,Male,49,7
Lucy,French Bulldog,White,Medium,High,Male,49,10
Maggie,Dachshund,Cream,Medium,High,Male,36,6
Daisy,Pug,Black,Large,Low,Male,25,12
Bailey,Border Collie,Golden,Small,High,Male,39,4
Jack,Yorkshire Terrier,Golden,Medium,Low,Male,6,12
Buddy,Yorkshire Terrier,Spotted,Medium,Low,Male,36,2
Sadie,Rottweiler,Cream,Medium,Low,Male,12,2
Charlie,Pug,Cream,Medium,Low,Female,48,9
Cooper,Beagle,White,Small,Low,Male,38,7
Leo,Bulldog,Golden,Large,Low,Male,49,15
Daisy,Chihuahua,Gray,Small,Low,Female,6,14
Stella,Golden Retriever,Black,Small,Medium,Female,9,3
Max,Boxer,Brindle,Small,Low,Male,8,13
Luna,Border Collie,Black,Medium,Low,Male,32,2
Charlie,Chihuahua,Gray,Small,Low,Male,6,9
Lucy,German Shepherd,Brown,Large,High,Male,25,6
Toby,Rottweiler,Brindle,Medium,High,Female,37,2
Sadie,Beagle,Spotted,Medium,Medium,Male,5,11
Leo,Border Collie,Brindle,Small,Low,Male,48,15
Max,Shih Tzu,Cream,Medium,Low,Male,25,15
Bella,Pug,Black,Medium,Low,Female,24,14
Sadie,Rottweiler,White,Small,High,Male,9,14
Charlie,Doberman,Gray,Medium,High,Male,11,15
Lucy,Siberian Husky,Cream,Medium,High,Female,8,3
Luna,Dachshund,Gray,Small,Medium,Female,27,1
Rocky,Corgi,Spotted,Large,Medium,Male,7,5
Luna,Chihuahua,Brown,Small,Low,Female,45,12
Cooper,Boxer,Spotted,Large,Low,Male,25,7
Max,French Bulldog,White,Large,Medium,Male,46,4
Sophie,Great Dane,Black,Small,High,Female,9,7
Sophie,Yorkshire Terrier,Brown,Medium,Medium,Female,18,7
Chloe,Yorkshire Terrier,White,Medium,Low,Female,28,12
Leo,Australian Shepherd,Brindle,Medium,Medium,Male,7,3
Charlie,Chihuahua,Golden,Small,Medium,Male,31,12
Max,Corgi,Black,Large,Low,Female,46,10
Max,Border Collie,White,Large,Medium,Male,8,14
Daisy,Siberian Husky,Cream,Large,High,Female,20,3
Charlie,Chihuahua,Brown,Large,High,Male,9,9
Toby,Bulldog,Brown,Medium,High,Female,18,13
Lucy,Beagle,Brindle,Small,Low,Female,13,12
Luna,Labrador Retriever,Brindle,Small,High,Female,38,10
Buddy,Australian Shepherd,Spotted,Medium,Low,Male,33,15
Charlie,Border Collie,Brindle,Medium,Low,Male,13,3
Sophie,Border Collie,Gray,Small,Low,Male,36,1
Bella,Dachshund,White,Large,Low,Female,5,8
Daisy,Bulldog,White,Medium,High,Female,19,15
Daisy,Pug,Brindle,Large,Low,Female,46,10
Sadie,Border Collie,Black,Small,Low,Female,19,2
Lucy,Pug,Cream,Small,Medium,Male,35,4
Bella,Siberian Husky,White,Large,High,Female,45,8
Sophie,Chihuahua,Brown,Large,Low,Male,12,15
Bella,Pug,Cream,Small,High,Male,36,9
Jack,Siberian Husky,Gray,Medium,High,Male,30,14
Max,Yorkshire Terrier,Brindle,Small,Low,Female,29,8
Bailey,French Bulldog,Spotted,Small,High,Male,19,4
Charlie,Chihuahua,Golden,Large,Medium,Female,35,12
Sadie,Great Dane,Golden,Medium,Medium,Male,26,3
Rocky,Australian Shepherd,Golden,Large,Medium,Female,6,4
Maggie,Siberian Husky,Gray,Small,High,Female,34,10
Maggie,Corgi,White,Large,High,Male,18,9
Stella,Rottweiler,Cream,Medium,Low,Male,27,4
Sophie,Corgi,Brindle,Large,Low,Female,50,11
Maggie,French Bulldog,Golden,Medium,Low,Male,25,9
Chloe,French Bulldog,Spotted,Medium,Low,Female,47,8
Luna,Poodle,Brindle,Medium,High,Female,20,4
Stella,Labrador Retriever,Brindle,Medium,Medium,Female,35,8
Bella,Bulldog,Spotted,Medium,High,Male,9,1
Cooper,Rottweiler,Cream,Small,Low,Female,31,14
Buddy,Yorkshire Terrier,Cream,Medium,Low,Female,18,9
Milo,Great Dane,Spotted,Large,Medium,Male,6,3
Cooper,Corgi,Cream,Large,High,Female,48,12
Luna,Rottweiler,White,Small,Low,Male,29,5
Jack,Labrador Retriever,Gray,Small,Medium,Male,32,8
Jack,Yorkshire Terrier,Brown,Medium,Low,Male,21,13
Cooper,Yorkshire Terrier,White,Small,High,Female,32,11
Buddy,Poodle,Black,Large,Low,Female,20,12
Leo,Siberian Husky,White,Small,High,Male,7,4
Toby,Pug,Brindle,Medium,High,Female,21,5
Luna,Chihuahua,Spotted,Small,Low,Female,32,9
Charlie,Yorkshire Terrier,Gray,Large,Low,Female,37,13
Leo,Corgi,Black,Large,High,Female,45,6
Sadie,German Shepherd,Gray,Large,Low,Female,17,6
Stella,Doberman,Black,Small,Medium,Female,35,13
Lucy,Doberman,White,Large,Medium,Male,12,15
Bella,French Bulldog,Spotted,Large,Medium,Female,36,14
Bailey,Corgi,Brindle,Small,Medium,Female,25,2
Oliver,French Bulldog,Black,Small,High,Male,11,4
Buddy,Pug,Gray,Small,Medium,Male,30,14
Daisy,Labrador Retriever,Golden,Large,Low,Male,12,6
Bailey,Corgi,Brown,Large,Low,Male,13,5
Charlie,Doberman,Brindle,Medium,Low,Male,19,9
Buddy,Labrador Retriever,Cream,Small,Medium,Female,29,1
Max,Yorkshire Terrier,Brindle,Small,High,Female,21,11
Cooper,Corgi,Brown,Large,Low,Male,34,6
Sadie,Dachshund,Cream,Medium,Low,Female,38,15
Maggie,French Bulldog,Black,Large,Low,Male,5,10
Bella,Bulldog,Spotted,Small,High,Female,46,15
Cooper,Great Dane,Golden,Medium,Low,Male,18,4
Oliver,Siberian Husky,Golden,Small,Low,Female,6,6
Milo,Shih Tzu,Black,Large,High,Male,32,15
Luna,Border Collie,Gray,Medium,Low,Male,35,10
Stella,Australian Shepherd,Black,Large,Low,Male,40,3
Leo,French Bulldog,Brown,Large,Low,Female,33,9
Bailey,Bulldog,White,Medium,Low,Male,17,4
Stella,Chihuahua,Brindle,Large,Low,Male,25,12
Chloe,Pug,Brindle,Small,Low,Male,17,10
Oliver,Pug,White,Small,Low,Female,21,14
Leo,French Bulldog,Gray,Medium,Low,Female,48,14
Bailey,Australian Shepherd,White,Large,Medium,Female,44,12
Bailey,Great Dane,Spotted,Small,High,Female,14,3
Jack,Poodle,Black,Small,Low,Female,48,14
Jack,Bulldog,Golden,Large,Medium,Female,8,13
Bailey,German Shepherd,Golden,Large,Low,Female,20,6
Bailey,Labrador Retriever,Golden,Small,Low,Female,9,7
Bailey,Pug,Black,Large,Medium,Male,13,10
Stella,Great Dane,Brindle,Medium,Medium,Male,43,11
Toby,Doberman,Golden,Medium,High,Male,17,11
Rocky,Bulldog,Cream,Small,High,Female,49,3
Sadie,Australian Shepherd,Brindle,Medium,Medium,Male,34,13
Toby,Doberman,Cream,Medium,Low,Male,8,8
Chloe,Poodle,White,Medium,Low,Female,47,9
Charlie,Doberman,Cream,Medium,Medium,Male,43,14
Bella,Bulldog,Black,Medium,Medium,Male,11,10
Chloe,Yorkshire Terrier,Brown,Medium,Low,Male,34,12
Sophie,Australian Shepherd,White,Large,Medium,Female,44,2
Cooper,Chihuahua,Spotted,Medium,Medium,Male,6,5
Daisy,German Shepherd,Cream,Large,High,Male,43,1
Maggie,Rottweiler,Gray,Medium,Medium,Male,42,14
Buddy,Rottweiler,Brown,Large,Low,Male,45,7
Sophie,Yorkshire Terrier,Cream,Medium,High,Male,18,10
Bailey,Rottweiler,Spotted,Large,High,Male,25,2
Daisy,Australian Shepherd,Spotted,Small,Medium,Male,32,2
Chloe,Beagle,Spotted,Medium,High,Female,25,15
Bella,Shih Tzu,Cream,Medium,High,Male,38,4
Buddy,German Shepherd,Gray,Medium,Low,Female,6,9
Chloe,Shih Tzu,Black,Medium,Low,Male,6,11
Maggie,Siberian Husky,White,Small,Low,Female,12,12
Max,Golden Retriever,Gray,Large,Low,Female,36,13
Sadie,Rottweiler,Brown,Large,High,Female,23,1
Bailey,French Bulldog,White,Medium,Low,Male,27,11
Daisy,Boxer,White,Medium,High,Female,11,9
Buddy,Shih Tzu,Gray,Large,Medium,Male,29,5
Jack,Australian Shepherd,Black,Large,Medium,Female,45,1
Toby,Shih Tzu,Black,Medium,High,Male,22,10
Bailey,Rottweiler,Gray,Medium,High,Female,44,2
Chloe,Beagle,White,Medium,Low,Male,39,11
Leo,Chihuahua,Brown,Medium,Low,Female,8,2
Maggie,Boxer,Spotted,Medium,High,Female,35,12
Bailey,Siberian Husky,White,Large,Medium,Female,27,4
Sophie,French Bulldog,Black,Medium,Medium,Female,9,11
Stella,Shih Tzu,Golden,Small,Low,Male,33,11
Toby,German Shepherd,Spotted,Large,Medium,Female,47,6
Leo,Border Collie,Brown,Large,Low,Female,37,8
Daisy,Bulldog,Brown,Medium,Medium,Female,5,12
Cooper,Corgi,Spotted,Small,Medium,Male,49,7
Cooper,Bulldog,Brown,Large,Medium,Female,46,4
Luna,Golden Retriever,Gray,Medium,High,Male,20,2
Toby,Pug,Cream,Large,Medium,Female,12,13
Chloe,Australian Shepherd,Gray,Large,Medium,Male,37,5
Milo,Australian Shepherd,Gray,Large,Low,Female,23,3
Buddy,Border Collie,Black,Medium,Medium,Female,49,8
Bella,Doberman,Gray,Small,Medium,Male,17,5
Sadie,Chihuahua,Brindle,Small,Medium,Male,24,9
Maggie,French Bulldog,Spotted,Large,Low,Male,33,14
Lucy,Yorkshire Terrier,White,Small,Medium,Female,26,11
Bailey,German Shepherd,Black,Large,Low,Male,43,2
Toby,Shih Tzu,White,Medium,High,Male,9,7
Rocky,Rottweiler,Brown,Small,Low,Female,33,6
Lucy,Boxer,Golden,Small,High,Male,47,13
Jack,Poodle,White,Large,High,Male,12,4
Sophie,Rottweiler,Gray,Large,Low,Male,37,15
Stella,Great Dane,Spotted,Medium,High,Male,30,14
Jack,Chihuahua,White,Small,Low,Male,47,15
Leo,Border Collie,Black,Medium,High,Male,35,3
Rocky,Doberman,Spotted,Medium,Medium,Female,46,3
Max,Corgi,Gray,Medium,Low,Male,21,2
Leo,Labrador Retriever,Gray,Small,Medium,Female,39,11
Milo,Doberman,Cream,Large,Low,Male,14,12
Milo,Poodle,Golden,Large,Medium,Female,23,6
Charlie,Shih Tzu,Brindle,Small,Medium,Male,38,7
Bella,Golden Retriever,White,Small,Medium,Female,50,14
Maggie,Labrador Retriever,Golden,Small,Low,Female,42,10
Oliver,Australian Shepherd,Black,Large,High,Male,34,1
Luna,French Bulldog,Gray,Large,Low,Male,38,8
Sophie,Bulldog,Brindle,Medium,Low,Male,11,6
Luna,Rottweiler,Spotted,Medium,Low,Female,24,5
Milo,Boxer,Brown,Small,High,Female,20,6
Buddy,Shih Tzu,Cream,Medium,Low,Male,49,15
Leo,Pug,Black,Medium,Low,Male,14,10
Bella,Beagle,Brindle,Large,High,Male,10,4
Toby,Siberian Husky,Brindle,Large,Low,Female,13,15
Jack,Rottweiler,White,Small,Medium,Female,46,14
Jack,Poodle,Brown,Small,High,Female,49,7
Rocky,German Shepherd,White,Large,High,Male,24,7
